"What is the time complexity to insert a node based on key in a priority queue?",a) O(nlogn)
b) O(logn)
c) O(n)
d) O(n2),"c",""
"What is the functionality of the following piece of code?",a) Delete the second element in the list
b) Return but not delete the second element in the list
c) Delete the first element in the list
d) Return but not delete the first element in the list,"c",""
"What is not a disadvantage of priority scheduling in operating systems?",a) A low priority process might have to wait indefinitely for the CPU
b) If the system crashes, the low priority systems may be lost permanently
c) Interrupt handling
d) Indefinite blocking,"c",""
"Which of the following is not an advantage of a priority queue?",a) Easy to implement
b) Processes with different priority can be efficiently handled
c) Applications with differing requirements
d) Easy to delete elements in any case,"d",""
"What is the time complexity to insert a node based on position in a priority queue?",a) O(nlogn)
b) O(logn)
c) O(n)
d) O(n2),"c",""
"What is a dequeue?",a) A queue with insert/delete defined for both front and rear ends of the queue
b) A queue implemented with a doubly linked list
c) A queue implemented with both singly and doubly linked lists
d) A queue with insert/delete defined for front side of the queue,"a",""
"Select the function which performs insertion at the front end of the dequeue?",,"",""
"A Double-ended queue supports operations such as adding and removing items from both the sides of the queue. They support four operations like addFront(adding item to top of the queue), addRear(adding item to the bottom of the queue), removeFront(removing item from the top of the queue) and removeRear(removing item from the bottom of the queue). You are given only stacks to implement this data structure. You can implement only push and pop operations. What are the total number of stacks required for this operation?(you can reuse the stack)",a) 1
b) 2
c) 3
d) 4,"b",""
"You are asked to perform a queue operation using a stack. Assume the size of the stack is some value ‘n’ and there are ‘m’ number of variables in this stack. The time complexity of performing deQueue operation is (Using only stack operations like push and pop)(Tightly bound).",a) O(m)
b) O(n)
c) O(m*n)
d) Data is insufficient,"a",""
"Consider you have an array of some random size. You need to perform dequeue operation. You can perform it using stack operation (push and pop) or using queue operations itself (enQueue and Dequeue). The output is guaranteed to be same. Find some differences?",a) They will have different time complexities
b) The memory used will not be different
c) There are chances that output might be different
d) No differences,"a",""
"Consider you have a stack whose elements in it are as follows.",a) Push(pop()), push(6), push(pop())
b) Push(pop()), push(6)
c) Push(pop()), push(pop()), push(6)
d) Push(6),"a",""
"A double-ended queue supports operations like adding and removing items from both the sides of the queue. They support four operations like addFront(adding item to top of the queue), addRear(adding item to the bottom of the queue), removeFront(removing item from the top of the queue) and removeRear(removing item from the bottom of the queue). You are given only stacks to implement this data structure. You can implement only push and pop operations. What’s the time complexity of performing addFront and addRear? (Assume ‘m’ to be the size of the stack and ‘n’ to be the number of elements)",a) O(m) and O(n)
b) O(1) and O(n)
c) O(n) and O(1)
d) O(n) and O(m),"b",""
"Why is implementation of stack operations on queues not feasible for a large dataset (Asssume the number of elements in the stack to be n)?",a) Because of its time complexity O(n)
b) Because of its time complexity O(log(n))
c) Extra memory is not required
d) There are no problems,"a",""
"Consider yourself to be in a planet where the computational power of chips to be slow. You have an array of size 10.You want to perform enqueue some element into this array. But you can perform only push and pop operations .Push and pop operation both take 1 sec respectively. The total time required to perform enQueue operation is?",a) 20
b) 40
c) 42
d) 43,"d",""
"You have two jars, one jar which has 10 rings and the other has none. They are placed one above the other. You want to remove the last ring in the jar. And the second jar is weak and cannot be used to store rings for a long time.",a) Empty the first jar by removing it one by one from the first jar and placing it into the second jar
b) Empty the first jar by removing it one by one from the first jar and placing it into the second jar and empty the second jar by placing all the rings into the first jar one by one
c) There exists no possible way to do this
d) Break the jar and remove the last one,"b",""
"Given only a single array of size 10 and no other memory is available. Which of the following operation is not feasible to implement (Given only push and pop operation)?",a) Push
b) Pop
c) Enqueue
d) Returntop,"c",""
"Given an array of size n, let’s assume an element is ‘touched’ if and only if some operation is performed on it(for example, for performing a pop operation the top element is ‘touched’). Now you need to perform Dequeue operation. Each element in the array is touched atleast?",a) Once
b) Twice
c) Thrice
d) Four times,"d",""
"To implement a stack using queue(with only enqueue and dequeue operations), how many queues will you need?",a) 1
b) 2
c) 3
d) 4,"b",""
"Making the push operation costly, select the code snippet which implements the same.(let q1 and q2 be two queues)",,"",""
"Express -15 as a 6-bit signed binary number.",a) 001111
b) 101111
c) 101110
d) 001110,"b",""
"Which of the following code snippet is used to convert decimal to binary numbers?",,"a",""
"Which is the predefined method available in Java to convert decimal to binary numbers?",a) toBinaryInteger(int)
b) toBinaryValue(int)
c) toBinaryNumber(int)
d) toBinaryString(int),"d",""
"Using stacks, how to obtain the binary representation of the number?",,"c",""
"What is the time complexity for converting decimal to binary numbers?",a) O(1)
b) O(n)
c) O(logn)
d) O(nlogn),"c",""
"Write a piece of code which returns true if the string contains balanced parenthesis, false otherwise.",,"",""
"How many stacks are required for applying evaluation of infix expression algorithm?",a) one
b) two
c) three
d) four,"b",""
"How many passes does the evaluation of infix expression algorithm makes through the input?",a) One
b) Two
c) Three
d) Four,"a",""
"Identify the infix expression from the list of options given below.",a) a/b+(c-d)
b) abc*+d+ab+cd+*ce-f-
c) ab-c-
d) +ab,"a",""
"Which of the following statement is incorrect with respect to evaluation of infix expression algorithm?",a) Operand is pushed on to the stack
b) If the precedence of operator is higher, pop two operands and evaluate
c) If the precedence of operator is lower, pop two operands and evaluate
d) The result is pushed on to the operand stack,"b",""
"Evaluate the following statement using infix evaluation algorithm and choose the correct answer. 1+2*3-2",a) 3
b) 6
c) 5
d) 4,"c",""
"Evaluation of infix expression is done based on precedence of operators.",a) True
b) False,"a",""
"Of the following choices, which operator has the lowest precedence?",a) ^
b) +
c) /
d) #,"d",""
"The system throws an error if parentheses are encountered in an infix expression evaluation algorithm.",a) True
b) False,"b",""
"Evaluate the following and choose the correct answer.",a) 1
b) 4
c) 5
d) 2,"b",""
"Evaluate the following statement using infix evaluation algorithm and choose the correct answer. 4*2+3-5/5",a) 10
b) 11
c) 16
d) 12,"a",""
"Using the evaluation of infix expression, evaluate a^b+c  and choose the correct answer. (a=2, b=2, c=2)",a) 12
b) 8
c) 10
d) 6,"d",""
"Evaluate the following infix expression using algorithm and choose the correct answer. a+b*c-d/e^f  where a=1, b=2, c=3, d=4, e=2, f=2.",a) 6
b) 8
c) 9
d) 7,"a",""
"From the given expression tree, identify the infix expression, evaluate it and choose the correct result.",a) 5
b) 10
c) 12
d) 16,"c",""
"How many stacks are required for evaluation of prefix expression?",a) one
b) two
c) three
d) four,"b",""
"While evaluating a prefix expression, the string is read from?",a) left to right
b) right to left
c) center to right
d) center to left to right,"b",""
"The associativity of an exponentiation operator ^ is right side.",a) True
b) False,"a",""
"How many types of input characters are accepted by this algorithm?",a) one
b) two
c) three
d) four,"c",""
"What determines the order of evaluation of a prefix expression?",a) precedence and associativity
b) precedence only
c) associativity only
d) depends on the parser,"a",""
"Find the output of the following prefix expression.",a) 2
b) 12
c) 10
d) 4,"a",""
"An error is thrown if the character ‘\n’ is pushed in to the character stack.",a) true
b) false,"b",""
"Using the evaluation of prefix algorithm, evaluate +-9 2 7.",a) 10
b) 4
c) 17
d) 14,"d",""
"If -*+abcd = 11, find a, b, c, d using evaluation of prefix algorithm.",a) a=2, b=3, c=5, d=4
b) a=1, b=2, c=5, d=4
c) a=5, b=4, c=7,d=5
d) a=1, b=2, c=3, d=4,"b",""
"In the given C snippet, find the statement number that has error.",,"",""
"void push( struct stack *s, int x) ",,"",""
"{",,"",""
"    if(s->top==MAX-1)",,"",""
"    {",,"",""
"        printf(“stack overflow”);",,"",""
"    }",,"",""
"    else",,"",""
"    {",,"",""
"        s->items[++s->top]=x;",,"",""
"       s++;",,"",""
"   }   ",,"",""
"}",a) 1
b) 9
c) 10
d) 11,"c",""
"What is the other name for a postfix expression?",a) Normal polish Notation
b) Reverse polish Notation
c) Warsaw notation
d) Infix notation,"b",""
"Which of the following is an example for a postfix expression?",a) a*b(c+d)
b) abc*+de-+
c) +ab
d) a+b-c,"b",""
"Reverse Polish Notation is the reverse of a Polish Notation.",a) True
b) False,"b",""
"What is the time complexity of evaluation of postfix expression algorithm?",a) O (N)
b) O (N log N)
c) O (N2)
d) O (M log N),"a",""
"In Postfix expressions, the operators come after the operands.",a) True
b) False,"a",""
"Which of these operators have the highest order of precedence?",a) ‘(‘ and ‘)’
b) ‘*’ and ‘/’
c) ‘~’ and ‘^’
d) ‘+’ and ‘-‘,"c",""
"Which of the following is not an application of stack?",a)  evaluation of postfix expression
b)  conversion of infix to postfix expression
c)  balancing symbols
d)  line at ticket counter,"d",""
"While evaluating a postfix expression, when an operator is encountered, what is the correct operation to be performed?",a) push it directly on to the stack
b) pop 2 operands, evaluate them and push the result on to the stack
c) pop the entire stack
d) ignore the operator,"b",""
"Which of the following statement is incorrect?",a) Postfix operators use value to their right
b) Postfix operators use value to their left
c) Prefix operators use value to their right
d) In postfix expression, operands are followed by operators,"a",""
"What is the result of the given postfix expression?  abc*+ where a=1, b=2, c=3.",a) 4
b) 5
c) 6
d) 7,"d",""
"What is the result of the following postfix expression?",a) 16
b) 12
c) 14
d) 10,"a",""
"Consider the stack",a) 5*4=20 is pushed into the stack
b) * is pushed into the stack
c) 2*3=6 is pushed into the stack
d) * is ignored,"a",""
"Evaluate the postfix expression ab + cd/- where a=5, b=4, c=9, d=3.",a) 23
b) 15
c) 6
d) 10,"c",""
"Evaluate and write the result for the following postfix expression",a) 61
b) 59
c) 60
d) 55,"b",""
"For the given expression tree, write the correct postfix expression.",a) abc*+
b) abc+*
c) ab+c*
d) a+bc*,"a",""
"What data structure is used when converting an infix notation to prefix notation?",a) Stack
b) Queue
c) B-Trees
d) Linked-list,"a",""
"What would be the Prefix notation for the given equation?",a) +A*CB
b) *B+AC
c) +A*BC
d) *A+CB,"c",""
"What would be the Prefix notation for the given equation?",a) +*AB*CD
b) *+AB*CD
c) **AB+CD
d) +*BA*CD,"a",""
"What would be the Prefix notation for the given equation?",a) +A*B^CD
b) +A^B*CD
c) *A+B^CD
d) ^A*B+CD,"a",""
"Out of the following operators (^, *, +, &, $), the one having highest priority is _________",a) +
b) $
c) ^
d) &,"c",""
"Out of the following operators (|, *, +, &, $), the one having lowest priority is ________",a) +
b) $
c) |
d) &,"c",""
"What would be the Prefix notation for the given equation?",a) ^^^ABCD
b) ^A^B^CD
c) ABCD^^^
d) AB^C^D,"a",""
"What would be the Prefix notation for the given equation?",a) |&-+ab/cdef
b) &|-+ab/cdef
c) |&-ab+/cdef
d) |&-+/abcdef,"a",""
"What would be the Prefix notation for the given equation?",a) -+a*/^bcdef
b) -+a*/bc^def
c) -+a*b/c^def
d) -a+*/bc^def,"b",""
"What would be the Prefix notation and Postfix notation for the given equation?",a) ++ABC and AB+C+
b) AB+C+ and ++ABC
c) ABC++ and AB+C+
d) ABC+ and ABC+,"a",""
"What would be the Prefix notation for the given equation?",a) a|&bc
b) &|abc
c) |a&bc
d) ab&|c,"c",""
"When an operand is read, which of the following is done?",a) It is placed on to the output
b) It is placed in operator stack
c) It is ignored
d) Operator stack is emptied,"a",""
"What should be done when a left parenthesis ‘(‘ is encountered?",a) It is ignored
b) It is placed in the output
c) It is placed in the operator stack
d) The contents of the operator stack is emptied,"c",""
"Which of the following is an infix expression?",a) (a+b)*(c+d)
b) ab+c*
c) +ab
d) abc+*,"a",""
"What is the time complexity of an infix to postfix conversion algorithm?",a) O(N log N)
b) O(N)
c) O(N2)
d) O(M log N)
a) abc*+de*+
b) abc+*de*+
c) a+bc*de+*
d) abc*+(de)*+,"a",""
"Parentheses are simply ignored in the conversion of infix to postfix expression.",a) True
b) False,"b",""
"It is easier for a computer to process a postfix expression than an infix expression.",a) True
b) False,"a",""
"What is the postfix expression for the infix expression?",a) -ab-c
b) ab – c –
c) – -abc
d) -ab-c,"b",""
"What is the postfix expression for the following infix expression?",a) abc^/d-
b) ab/cd^-
c) ab/^cd-
d) abcd^/-,"a",""
"Which of the following statement is incorrect with respect to infix to postfix conversion algorithm?",a) operand is always placed in the output
b) operator is placed in the stack when the stack operator has lower precedence
c) parenthesis are included in the output
d) higher and equal priority operators follow the same condition,"c",""
"In infix to postfix conversion algorithm, the operators are associated from?",a) right to left
b) left to right
c) centre to left
d) centre to right,"b",""
"What is the corresponding postfix expression for the given infix expression?",a) ab*+cd/
b)  ab+*cd/
c) abc*+/d
d) abc+*d/,"d",""
"What is the corresponding postfix expression for the given infix expression?",a) ab*cdef/^*g-h+
b) abcdef^/*g*h*+
c) abcd*^ed/g*-h*+
d) abc*de^fg/*-*h+,"b",""
"What is the correct postfix expression for the following expression?",a) abc^de-fg+*^*+i-
b) abcde^-fg*+*^h*+i-
c) abcd^e-fgh*+^*+i-
d) ab^-dc*+ef^gh*+i-,"c",""
"From the given Expression tree, identify the correct postfix expression from the list of options.",a) ab*cd*+
b) ab*cd-+
c) abcd-*+
d) ab*+cd-,"b",""
"Which of the following data structure is used to convert postfix expression to infix expression?",a) Stack
b) Queue
c) Linked List
d) Heap,"a",""
"The postfix expression abc+de/*- is equivalent to which of the following infix expression?",a) abc+-de*/
b) (a+b)-d/e*c
c) a-(b+c)*(d/e)
d) abc+*-(d/e),"c",""
"The equivalent infix expression and value for the postfix form 1 2 + 3 * 4 5 * – will be ___________",a) 1 + 2 * 3 – 4 * 5 and -13
b) (2 + 1) * (3 – 4) * 5 and 13
c) 1 + 2 * (3 – 4) * 5 and -11
d) (1 + 2) * 3 – (4 * 5) and -11,"d",""
"What is the value of the postfix expression  2 3 + 4 5 6 – – *",a) 19
b) 21
c) -4
d) 25,"d",""
"The prefix expression of the postfix expression AB+CD-* is __________",a) (A+B)*(C-D)
b) +AB*-CD
c) A+*BCD-
d) *+AB-CD,"d",""
"Consider the postfix expression 4 5 6 a b 7 8 a c, where a, b, c are operators. Operator a has higher precedence over operators b and c. Operators b and c are right associative. Then, equivalent infix expression is",a) 4 a 5 6  b 7 8 a c
b) 4 a 5 c 6 b 7 a 8
c) 4 b 5 a 6 c 7 a 8
d) 4 a 5 b 6 c 7 a 8,"c",""
"To convert the postfix expression into the infix expression we use stack and scan the postfix expression from left to right.",a) True
b) False,"a",""
"Which of the following is valid reverse polish expression?",a) a op b
b) op a b
c) a b op
d) both op a b and a b op,"c",""
"The result of the postfix expression 5 3 * 9 + 6 / 8 4 / + is _____________",a) 8
b) 6
c) 10
d) 9,"b",""
"The optimal data structure used to solve Tower of Hanoi is _________",a) Tree
b) Heap
c) Priority queue
d) Stack,"d",""
"Select the appropriate code for the recursive Tower of Hanoi problem.(n is the number of disks)",,"",""
"Reversing a word using stack can be used to find if the given word is a palindrome or not.",a) True
b) False,"a",""
"Which is the most appropriate data structure for reversing a word?",a) queue
b) stack
c) tree
d) graph,"b",""
"Operations required for reversing a word or a string using stack are push() and  pop().",a) True
b) False,"a",""
"What is the time complexity of reversing a word using stack algorithm?",a) O (N log N)
b) O (N2)
c) O (N)
d) O (M log N),"c",""
"What will be the word obtained if the word “abbcabb” is reversed using a stack?",a) bbabbca
b) abbcabb
c) bbacbba
d) bbacabb,"c",""
"How many stacks are required for reversing a word algorithm?",a) one
b) two
c) three
d) four,"a",""
"What will be result if the given stack is popped?",a) pat
b) tap
c) atp
d) apt,"b",""
"What will be output if the following sequence of operations are executed?",a) abc
b) b
c) ac
d) acb,"b",""
"What are the set of functions that are to be executed to get the following output?",a) push(c, s);  push(a, s);  push(t, s);
b) push(c,s); pop(s); push(a,s); pop(s);push(t,s);pop(s);
c) pop(c ); pop(a); pop(t);
d) push(c,s); push(a,s); pop(t);,"b",""
"How will your stack look like if the word ‘java’ is pushed?",,"a",""
"Find the error (if any) in the following code snippet for pop operation.",a) run time error
b) compile time error
c) pop operation is performed, but top moved in wrong direction
d) pop operation is performed properly,"c",""
"What will be the output of the following program?",a) sanfoundry
b) san foundry
c) yrdnuof nas
d) foundry nas,"c",""
"What is the time complexity of balancing parentheses algorithm?",a) O (N)
b) O (N log N)
c) O (M log N)
d) O (N2),"a",""
"Which application of stack is used to ensure that the pair of parentheses is properly nested?",a) Balancing symbols
b) Reversing a stack
c) Conversion of an infix to postfix expression
d) Conversion of an infix to prefix expression,"a",""
"In balancing parentheses algorithm, the string is read from?",a) right to left
b) left to right
c) center to right
d) center to left,"b",""
"Which is the most appropriate data structure for applying balancing of symbols algorithm?",a) stack
b) queue
c) tree
d) graph,"a",""
"Which of the following does the balancing symbols algorithm include?",a) balancing double quotes
b) balancing single quotes
c) balancing operators and brackets
d) balancing parentheses, brackets and braces,"d",""
"Which of the following statement is incorrect with respect to balancing symbols algorithm?",a) {[()]}
b) ([ )] 
c) {( )}
d) { [ ] },"b",""
"What should be done when an opening parentheses is read in a balancing symbols algorithm?",a) push it on to the stack
b) throw an error
c) ignore the parentheses
d) pop the stack,"a",""
"When the corresponding end bracket/braces/parentheses is not found, what happens?",a) The stack is popped
b) Ignore the parentheses
c) An error is reported
d) It is treated as an exception,"c",""
"If the corresponding end bracket/braces/parentheses is encountered, which of the following is done?",a) push it on to the stack
b) pop the stack
c) throw an error
d) treated as an exception,"b",""
"An error is reported when the stack is not empty at the end.",a) True
b) False,"a",""
"Is the given statement ((A+B) + [C-D]] valid with respect to balancing of symbols?",a) True
b) False,"b",""
"How many passes does the balancing symbols algorithm makes through the input?",a) one
b) two
c) three
d) four,"a",""
"Which of the following statement is invalid with respect to balancing symbols?",a) [(A+B) + (C-D)] 
b) [{A+B}-{C-[D+E]}] 
c) ((A+B) + (C+D)
d) {(A+B) + [C+D]},"c",""
"What is a bit array?",a) Data structure for representing arrays of records
b) Data structure that compactly stores bits
c) An array in which most of the elements have the same value
d) Array in which elements are not present in continuous locations,"b",""
"Which of the following bitwise operations will you use to set a particular bit to 1?",a) OR
b) AND
c) XOR
d) NOR,"a",""
"Which of the following bitwise operations will you use to set a particular bit to 0?",a) OR
b) AND
c) XOR
d) NAND,"b",""
"Which of the following bitwise operations will you use to toggle a particular bit?",a) OR
b) AND
c) XOR
d) NOT,"c",""
"Which of the following is not an advantage of bit array?",a) Exploit bit level parallelism
b) Maximal use of data cache
c) Can be stored and manipulated in the register set for long periods of time
d) Accessing Individual Elements is easy,"d",""
"Which of the following is not a disadvantage of bit array?",a) Without compression, they might become sparse
b) Accessing individual bits is expensive
c) Compressing bit array to byte/word array, the machine also has to support byte/word addressing
d) Storing and Manipulating in the register set for long periods of time,"d",""
"Which of the following is/are not applications of bit arrays?",a) Used by the Linux kernel
b) For the allocation of memory pages
c) Bloom filter
d) Implementation of Vectors and Matrices,"d",""
"Which class in Java can be used to represent bit array?",a) BitSet
b) BitVector
c) BitArray
d) BitStream,"a",""
"Which of the following bitwise operator will you use to invert all the bits in a bit array?",a) OR
b) NOT
c) XOR
d) NAND,"b",""
"Run-Length encoding is used to compress data in bit arrays.",a) True
b) False,"a",""
"What does Hamming weight/population count mean in Bit arrays?",a) Finding the number of 1 bit in a bit array
b) Finding the number of 0 bit in a bit array
c) Finding the sum of bits in a bit array
d) Finding the average number of 1’s and 0’s in bit arrays,"a",""
"Bit fields and Bit arrays are same.",a) True
b) False,"b",""
"Which one of the following operations returns the first occurrence of bit 1 in bit arrays?",a) Find First Zero
b) Find First One
c) Counting lead Zeroes
d) Counting lead One,"b",""
"What is a dynamic array?",a) A variable size data structure
b) An array which is created at runtime
c) The memory to the array is allocated at runtime
d) An array which is reallocated everytime whenever new elements have to be added,"a",""
"What is meant by physical size in a dynamic array?",a) The size allocated to elements
b) The size extended to add new elements
c) The size of the underlying array at the back-end
d) The size visible to users,"c",""
"The number of items used by the dynamic array contents is its __________",a) Physical size
b) Capacity
c) Logical size
d) Random size,"c",""
"How will you implement dynamic arrays in Java?",a) Set
b) Map
c) HashMap
d) List,"d",""
"Which of the following is the correct syntax to declare an ArrayList in Java?",a) ArrayList al = new ArrayList();
b) ArrayList al = new ArrayList[];
c) ArrayList al() = new ArrayList();
d) ArrayList al[] = new ArrayList[];,"a",""
"Array is divided into two parts in ____________",a) Hashed Array Tree
b) Geometric Array
c) Bounded-size dynamic array
d) Sparse Array,"c",""
"Which of the following is a disadvantage of dynamic arrays?",a) Locality of reference
b) Data cache utilization
c) Random access
d) Memory leak,"d",""
"What is the time complexity for inserting/deleting at the beginning of the array?",a) O(1)
b) O(n)
c) O(logn)
d) O(nlogn),"b",""
"Dynamic arrays overcome the limit of static arrays.",a) True
b) False,"a",""
"The size of the dynamic array is deallocated if the array size is less than _________% of the backend physical size.",a) 30
b) 40
c) 10
d) 20,"a",""
"Both Dynamic array and Dynamically memory allocated array are same.",a) True
b) False,"b",""
"In which of the following cases dynamic arrays are not preferred?",a) If the size of the array is unknown
b) If the size of the array changes after few iterations
c) If the memory reallocation takes more time i.e. expensive
d) If the array holds less number of elements,"d",""
"The growth factor of ArrayList in Java is _______",a) 1
b) 1.5
c) 2
d) 0,"b",""
"In special case, the time complexity of inserting/deleting elements at the end of dynamic array is __________",a) O (n)
b) O (n1/2)
c) O (log n)
d) O (1),"a",""
"Which of the following arrays are used in the implementation of list data type in python?",a) Bit array
b) Dynamic arrays
c) Sparse arrays
d) Parallel arrays,"b",""
"What are parallel arrays?",a) Arrays of the same size
b) Arrays allocated one after the other
c) Arrays of the same number of elements
d) Arrays allocated dynamically,"c",""
"Which of the following can be called a parallel array implementation?",,"",""
"What is a sparse array?",a) Data structure for representing arrays of records
b) Data structure that compactly stores bits
c) An array in which most of the elements have the same value
d) An array in which memory is allocated in run time,"c",""
"When do you use a sparse array?",a) When there are unique elements in the array
b) When the array has more occurrence of zero elements
c) When the data type of elements differ
d) When elements are sorted,"b",""
"What is the difference between a normal(naive) array and a sparse array?",a) Sparse array can hold more elements than a normal array
b) Sparse array is memory efficient
c) Sparse array is dynamic
d) A naive array is more efficient,"b",""
"Choose the code which performs the store operation in a sparse array.(Linked list implementation)",,"a",""
"Which of the following performs the fetch operation?",,"b",""
"Choose the appropriate code that counts the number of non-zero(non-null) elements in the sparse array.",,"",""
"Which of the following is false?",a) Suffix array is always sorted
b) Suffix array is used in string matching problems
c) Suffix array is always unsorted
d) Suffix array contains all the suffixes of the given string,"c",""
"Suffix array of the string “statistics” is ____________",a) 2 8 7 4 9 0 5 1 6 3
b) 2 7 4 9 8 0 5 1 6 3
c) 2 4 9 0 5 7 8 1 6 3
d) 2 8 7 0 5 1 6 9 4 3,"a",""
"Suffix array can be created by performing __________ traversal of a suffix tree.",a) breadth-first
b) level order
c) depth-first
d) either breadth-first or level order,"c",""
"Suffix array is space efficient and faster than the suffix tree.",a) True
b) Fasle,"b",""
"If comparison based sorting algorithm is used construct the suffix array, then what will be time required to construct the suffix array?",a) O(nlogn)
b) O(n2)
c) O(n2logn)
d) O(n2) + O(logn),"c",""
"What will be the suffix array of the string “engineering”?",a) 2 3 8 4 9 1 7 5 0 6 10
b) 5 0 6 1 4 9 1 7 0 2 3 8
c) 5 0 6 10 2 4 9 1 7 3 8
d) 5 0 6 10 2 3 8 4 9 1 7,"d",""
"LCP array and ______ is used to construct suffix tree.",a) Hash tree
b) Hash trie
c) Suffix array
d) Balanced tree,"c",""
"What is the time required to locate the occurrences of a pattern P of length m in a string of length n using suffix array?",a) O(nm)
b) O(n2)
c) O(mnlogn)
d) O(mlogn),"d",""
"Suffix array can be created in O(nlogn) time.",a) True
b) False,"a",""
"Which of the following is/are advantages suffix array one suffix tree?",a) Only I
b) All I, II and III
c) Only I and III
d) Only II and III,"b",""
"What is the order of a matrix?",a) number of rows X number of columns
b) number of columns X number of rows
c) number of rows X number of rows
d) number of columns X number of columns,"a",""
"Which of the following property does not hold for matrix multiplication?",a) Associative
b) Distributive
c) Commutative
d) Additive Inverse,"c",""
"How do you allocate a matrix using a single pointer in C?(r and c are the number of rows and columns respectively)",a) int *arr = malloc(r * c * sizeof(int));
b) int *arr = (int *)malloc(r * c * sizeof(int));
c) int *arr = (int *)malloc(r + c * sizeof(int));
d) int *arr = (int *)malloc(r * c * sizeof(arr));,"b",""
"Select the code snippet which performs matrix multiplication.(a and b are the two given matrices, resultant marix is c)",,"a",""
"What does the following piece of code do?",a) Normal of a matrix
b) Trace of a matrix
c) Square of a matrix
d) Transpose of a matrix,"b",""
"If row-major order is used, how is the following matrix stored in memory?",a) ihgfedcba
b) abcdefghi
c) cfibehadg
d) adgbehcfi,"b",""
"If column-major order is used, how is the following matrix stored in memory?",a) ihgfedcba
b) abcdefghi
c) cfibehadg
d) adgbehcfi,"d",""
"Which of the following don’t use matrices?",a) In solving linear equations
b) Image processing
c) Graph theory
d) Sorting numbers,"d",""
"Which of the following is an advantage of matrices?",a) Internal complexity
b) Searching through a matrix is complex
c) Not space efficient
d) Graph Plotting,"d",""
"Matrix A when multiplied with Matrix C gives the Identity matrix I, what is C?",a) Identity matrix
b) Inverse of A
c) Square of A
d) Transpose of A,"b",""
"Which matrix has most of the elements (not all) as Zero?",a) Identity Matrix
b) Unit Matrix
c) Sparse Matrix
d) Zero Matrix,"c",""
"What is the relation between Sparsity and Density of a matrix?",a) Sparsity = 1 – Density
b) Sparsity = 1 + Density
c) Sparsity = Density*Total number of elements
d) Sparsity = Density/Total number of elements,"a",""
"Who coined the term Sparse Matrix?",a) Harry Markowitz
b) James Sylvester
c) Chris Messina
d) Arthur Cayley,"a",""
"Is O(n) the Worst case Time Complexity for addition of two Sparse Matrix?",a) True
b) False,"a",""
"The matrix contains m rows and n columns. The matrix is called Sparse Matrix if ________",a) Total number of Zero elements > (m*n)/2
b) Total number of Zero elements = m + n
c) Total number of Zero elements = m/n
d) Total number of Zero elements = m-n,"a",""
"Which of the following is not the method to represent Sparse Matrix?",a) Dictionary of Keys
b) Linked List
c) Array
d) Heap,"d",""
"Is Sparse Matrix also known as Dense Matrix?",a) True
b) False,"b",""
"Which one of the following is a Special Sparse Matrix?",a) Band Matrix
b) Skew Matrix
c) Null matrix
d) Unit matrix,"a",""
"In what way the Symmetry Sparse Matrix can be stored efficiently?",a) Heap
b) Binary tree
c) Hash table
d) Adjacency List,"b",""
"What does the number of inversions in an array indicate?",a) mean value of the elements of array
b) measure of how close or far the array is from being sorted
c) the distribution of values in the array
d) median value of the elements of array,"b",""
"How many inversions does a sorted array have?",a) 0
b) 1
c) 2
d) cannot be determined,"a",""
"What is the condition for two elements arr[i] and arr[j] to form an inversion?",a) arr[i]<arr[j] 
b) i < j
c) arr[i] < arr[j] and i < j
d) arr[i] > arr[j] and i < j,"d",""
"Under what condition the number of inversions in an array are maximum?",a) when the array is sorted
b) when the array is reverse sorted
c) when the array is half sorted
d) depends on the given array,"b",""
"Under what condition the number of inversions in an array are minimum?",a) when the array is sorted
b) when the array is reverse sorted
c) when the array is half sorted
d) depends on the given array,"a",""
"How many inversions are there in the array arr = {1,5,4,2,3}?",a) 0
b) 3
c) 4
d) 5,"d",""
"Which of the following form inversion in the array arr = {1,5,4,2}?",a) (5,4), (5,2)
b) (5,4), (5,2), (4,2)
c) (1,5), (1,4), (1,2)
d) (1,5),"b",""
"Choose the correct function from the following which determines the number of inversions in an array?",,"b",""
"What is the time complexity of the following code that determines the number of inversions in an array?",a) O(n)
b) O(n log n)
c) O(n2)
d) O(log n),"c",""
"The time complexity of the code that determines the number of inversions in an array using merge sort is lesser than that of the code that uses loops for the same purpose.",a) true
b) false,"a",""
"What is the time complexity of the code that uses merge sort for determining the number of inversions in an array?",a) O(n2)
b) O(n)
c) O(log n)
d) O(n log n),"d",""
"What is the time complexity of the code that uses self balancing BST for determining the number of inversions in an array?",a) O(n2)
b) O(n)
c) O(log n)
d) O(n log n),"d",""
"The time complexity of the code that determines the number of inversions in an array using self balancing BST is lesser than that of the code that uses loops for the same purpose.",a) true
b) false,"a",""
"What is the space complexity of the code that uses merge sort for determining the number of inversions in an array?",a) O(n)
b) O(log n)
c) O(1)
d) O(n log n),"a",""
"What will be the resulting array after rotating arr[]={1, 2, 3, 4, 5} by 2?",a) 2, 1, 3, 4, 5
b) 3, 4, 5, 1, 2
c) 4, 5, 1, 2, 3
d) 1, 2, 3, 5, 4,"b",""
"What will be the output of the following code?",a) 5 6 1 2 3 4
b) 6 5 4 3 1 2
c) 3 4 5 6 1 2
d) error,"a",""
